"배분ID","보충유형","매장코드","매장명","상품거래","상품시즌","스타일코드","컬러","사이즈","배분상태","배분확정수량","출고검출수량","출고대기수량","출고확정수량","배분 확정자","배분확정일","출고예정일","출고검출일","출고대기일","출고확정일","매장입고일","출고ID","매장자동입고확정",""
"XDIST202605120005021564","MD요청-상품","10081","신세계스타일마켓","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:03:33","X202605001014800","Y",""
"XDIST202605120005021564","MD요청-상품","50182","금왕(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-14 01:02:05","X202605001014802","Y",""
"XDIST202605120005021564","MD요청-상품","10007","롯데부산","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:02:49","X202605001014803","Y",""
"XDIST202605120005021564","MD요청-상품","10006","AK분당","위탁","24N","DXSH7254N","BES","260","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:05:05","X202605001014805","Y",""
"XDIST202605120005021564","MD요청-상품","50063","스퀘어원(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-14 01:05:18","X202605001014808","Y",""
"XDIST202605120005021564","MD요청-상품","50183","대전은행(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:03:47","X202605001014809","Y",""
"XDIST202605120005021564","MD요청-상품","50065","화성봉담(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:01:23","X202605001014811","Y",""
"XDIST202605120005021564","MD요청-상품","50188","논산(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-14 01:02:02","X202605001014815","Y",""
"XDIST202605120005021564","MD요청-상품","50187","인천계산(대-위)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-14 01:01:59","X202605001014816","Y",""
"XDIST202605120005021564","MD요청-상품","50106","세정광주(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-14 01:01:45","X202605001014824","Y",""
"XDIST202605120005021564","MD요청-상품","30015","타임스퀘어영등포(직)","위탁","24N","DXSH7254N","BES","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 20:53:05","X202605001014826","Y",""
"XDIST202605120005021564","MD요청-상품","30015","타임스퀘어영등포(직)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 20:53:05","X202605001014826","Y",""
"XDIST202605120005021564","MD요청-상품","10004","롯데영등포","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:04:12","X202605001014828","Y",""
"XDIST202605120005021564","MD요청-상품","10092","엔터6안양","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-14 01:05:14","X202605001014830","Y",""
"XDIST202605120005021564","MD요청-상품","10091","갤러리아광교","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-13 17:56:02","2026-05-14 01:04:54","X202605001014831","Y",""
"XDIST202605120005021564","MD요청-상품","50191","타임테라스동탄(대-위)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:01:28","X202605001014836","Y",""
"XDIST202605120005021564","MD요청-상품","50074","모다인천(대-위)","위탁","24N","DXSH7254N","BES","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:02:48","X202605001014840","Y",""
"XDIST202605120005021564","MD요청-상품","50195","수원남문(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-14 01:02:17","X202605001014841","Y",""
"XDIST202605120005021564","MD요청-상품","50195","수원남문(대-위)","위탁","24N","DXSH7254N","BES","260","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-14 01:02:17","X202605001014841","Y",""
"XDIST202605120005021564","MD요청-상품","50195","수원남문(대-위)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-14 01:01:42","X202605001014841","Y",""
"XDIST202605120005021564","MD요청-상품","50199","거창(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:03:37","X202605001014845","Y",""
"XDIST202605120005021564","MD요청-상품","50198","세종(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-14 01:02:14","X202605001014846","Y",""
"XDIST202605120005021564","MD요청-상품","50077","서수원(대-위)","위탁","24N","DXSH7254N","BES","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:02:49","X202605001014847","Y",""
"XDIST202605120005021564","MD요청-상품","50115","부천(대-위)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:02:03","X202605001014848","Y",""
"XDIST202605120005021564","MD요청-상품","50114","원주중앙(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:03:38","X202605001014850","Y",""
"XDIST202605120005021564","MD요청-상품","50117","아이즈빌부평(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-13 17:55:06","2026-05-14 01:05:12","X202605001014853","Y",""
"XDIST202605120005021564","MD요청-상품","50116","오산(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:03:30","X202605001014854","Y",""
"XDIST202605120005021564","MD요청-상품","10016","롯데동래","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:12","X202605001014856","Y",""
"XDIST202605120005021564","MD요청-상품","50089","퍼스트빌리지(대-위)","위탁","24N","DXSH7254N","BES","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:01:32","X202605001014865","Y",""
"XDIST202605120005021564","MD요청-상품","10064","현대천호","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:04:29","X202605001014867","Y",""
"XDIST202605120005021564","MD요청-상품","10064","현대천호","위탁","24N","DXSH7254N","BES","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:04:29","X202605001014867","Y",""
"XDIST202605120005021564","MD요청-상품","50005","여수(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:03:49","X202605001014868","Y",""
"XDIST202605120005021564","MD요청-상품","50126","강릉(대-위)","위탁","24N","DXSH7254N","BES","260","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:06","X202605001014870","Y",""
"XDIST202605120005021564","MD요청-상품","50007","에버세이브청주(대-위)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:01:43","X202605001014873","Y",""
"XDIST202605120005021564","MD요청-상품","10068","현대판교","위탁","24N","DXSH7254N","BES","280","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:04:37","X202605001014876","Y",""
"XDIST202605120005021564","MD요청-상품","50090","아산(대-위)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-13 18:00:12","2026-05-14 01:01:24","X202605001014879","Y",""
"XDIST202605120005021564","MD요청-상품","50092","모다울산(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:01:55","X202605001014880","Y",""
"XDIST202605120005021564","MD요청-상품","50131","시화(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:11","X202605001014883","Y",""
"XDIST202605120005021564","MD요청-상품","50131","시화(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:11","X202605001014883","Y",""
"XDIST202605120005021564","MD요청-상품","50015","군산수송(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:01","X202605001014892","Y",""
"XDIST202605120005021564","MD요청-상품","10077","신세계센텀","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:01:38","X202605001014893","Y",""
"XDIST202605120005021564","MD요청-상품","50019","경주(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-14 01:02:59","X202605001014896","Y",""
"XDIST202605120005021564","MD요청-상품","10041","현대충청","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:01:55","X202605001014897","Y",""
"XDIST202605120005021564","MD요청-상품","10041","현대충청","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:01:55","X202605001014897","Y",""
"XDIST202605120005021564","MD요청-상품","50140","에버랜드용인(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:05:19","X202605001014899","Y",""
"XDIST202605120005021564","MD요청-상품","50140","에버랜드용인(대-위)","위탁","24N","DXSH7254N","BES","260","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:05:19","X202605001014899","Y",""
"XDIST202605120005021564","MD요청-상품","50140","에버랜드용인(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:05:19","X202605001014899","Y",""
"XDIST202605120005021564","MD요청-상품","30052","스타필드수원(직)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-14 01:04:48","X202605001014900","Y",""
"XDIST202605120005021564","MD요청-상품","50141","모다천안(대-위)","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:01:47","X202605001014902","Y",""
"XDIST202605120005021564","MD요청-상품","50144","당진(대-위)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-14 01:02:18","X202605001014903","Y",""
"XDIST202605120005021564","MD요청-상품","50146","안산사동(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:06","X202605001014907","Y",""
"XDIST202605120005021564","MD요청-상품","10045","롯데관악","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-14 01:04:14","X202605001014910","Y",""
"XDIST202605120005021564","MD요청-상품","50149","NC불광(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:04:57","X202605001014913","Y",""
"XDIST202605120005021564","MD요청-상품","10046","갤러리아센터시티","위탁","24N","DXSH7254N","BES","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-14 01:01:21","X202605001014915","Y",""
"XDIST202605120005021564","MD요청-상품","10050","롯데본점","위탁","24N","DXSH7254N","BES","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-14 01:04:07","X202605001014917","Y",""
"XDIST202605120005021564","MD요청-상품","10051","롯데안산","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-13 18:00:13","2026-05-14 01:04:22","X202605001014919","Y",""
"XDIST202605120005021564","MD요청-상품","30047","스타필드하남(직)","위탁","24N","DXSH7254N","BES","260","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:04:50","X202605001014921","Y",""
"XDIST202605120005021564","MD요청-상품","30047","스타필드하남(직)","위탁","24N","DXSH7254N","BES","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:04:50","X202605001014921","Y",""
"XDIST202605120005021564","MD요청-상품","50153","부평중앙(대-위)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:00","X202605001014923","Y",""
"XDIST202605120005021564","MD요청-상품","50152","부산덕천(대-위)","위탁","24N","DXSH7254N","BES","260","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:07","X202605001014924","Y",""
"XDIST202605120005021564","MD요청-상품","30043","스타필드안성(직)","위탁","24N","DXSH7254N","BES","270","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-05-12","2026-05-13","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-13 17:55:07","2026-05-14 01:02:10","X202605001014925","Y",""
