"배분ID","보충유형","매장코드","매장명","상품거래","상품시즌","스타일코드","컬러","사이즈","배분상태","배분확정수량","출고검출수량","출고대기수량","출고확정수량","배분 확정자","배분확정일","출고예정일","출고검출일","출고대기일","출고확정일","매장입고일","출고ID","매장자동입고확정",""
"XDIST202605060004974321","MD요청-상품","50090","아산(대-위)","위탁","26S","DMRS8I063","IVS","100","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-07 01:02:27","X202605000365209","Y",""
"XDIST202605060004974321","MD요청-상품","10076","현대미아","위탁","26S","DMRS8I063","IVS","115","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:26:10","2026-05-06 17:26:10","2026-05-06 17:26:10","2026-05-07 01:05:00","X202605000365215","Y",""
"XDIST202605060004974321","MD요청-상품","50028","광주첨단(대-위)","위탁","26S","DMRS8I063","IVS","95","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:31:06","2026-05-06 17:31:06","2026-05-06 17:31:06","2026-05-07 01:04:21","X202605000365239","Y",""
"XDIST202605060004974321","MD요청-상품","50193","화순(대-위)","위탁","26S","DMRS8I063","IVS","115","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-07 01:04:25","X202605000365244","Y",""
"XDIST202605060004974321","MD요청-상품","10059","현대대구","위탁","26S","DMRS8I063","IVS","115","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-07 01:04:32","X202605000365252","Y",""
"XDIST202605070004991172","MD요청-상품","50077","서수원(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:02:18","X202605000555005","Y",""
"XDIST202605070004991172","MD요청-상품","50115","부천(대-위)","위탁","25N","DXCP5015N","BLL","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:05","X202605000555008","Y",""
"XDIST202605070004991172","MD요청-상품","10014","롯데중동","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:17","X202605000555012","Y",""
"XDIST202605070004991172","MD요청-상품","50088","진접(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-09 01:02:27","X202605000555025","Y",""
"XDIST202605070004991172","MD요청-상품","10064","현대천호","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-09 01:03:21","X202605000555027","Y",""
"XDIST202605070004991172","MD요청-상품","10067","현대울산동구","위탁","25N","DXCP5015N","BLL","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:02:05","X202605000555028","Y",""
"XDIST202605060004974322","MD요청-상품","50101","김포(대-위)","위탁","26S","DMRS8I063","KAD","100","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-07 01:04:10","X202605000365264","Y",""
"XDIST202605060004974322","MD요청-상품","50090","아산(대-위)","위탁","26S","DMRS8I063","KAD","100","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-07 01:03:45","X202605000365271","Y",""
"XDIST202605060004974322","MD요청-상품","50152","부산덕천(대-위)","위탁","26S","DMRS8I063","KAD","100","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:31:06","2026-05-06 17:31:06","2026-05-06 17:31:06","2026-05-07 01:04:30","X202605000365276","Y",""
"XDIST202605060004974322","MD요청-상품","50211","청주성안(대-위)","위탁","26S","DMRS8I063","KAD","100","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:31:06","2026-05-06 17:31:06","2026-05-06 17:31:06","2026-05-07 10:43:16","X202605000365279","Y",""
"XDIST202605060004974322","MD요청-상품","10097","신세계대전","위탁","26S","DMRS8I063","KAD","100","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-07 01:03:34","X202605000365280","Y",""
"XDIST202605060004974322","MD요청-상품","10077","신세계센텀","위탁","26S","DMRS8I063","KAD","100","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-07 01:03:42","X202605000365282","Y",""
"XDIST202605070004991172","MD요청-상품","50137","NC송파(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-09 01:03:34","X202605000555049","Y",""
"XDIST202605070004991172","MD요청-상품","50141","모다천안(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-09 01:02:35","X202605000555060","Y",""
"XDIST202605070004991172","MD요청-상품","50144","당진(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:02:23","X202605000555061","Y",""
"XDIST202605070004991172","MD요청-상품","10044","롯데구리","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:17","X202605000555069","Y",""
"XDIST202605070004991172","MD요청-상품","50156","익산영등(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-09 01:01:57","X202605000555084","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWPT7F063","BGN","27","출고완료","5","5","0","5","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:53","X202605000201525","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWPT7F063","DGS","28","출고완료","5","5","0","5","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:57","X202605000201525","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWRS94063","LVL","95","출고완료","5","5","0","5","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:55","X202605000201526","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWRS97063","IVD","85","출고완료","5","5","0","5","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:57","X202605000201526","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWRS97063","PCL","85","출고완료","10","10","0","10","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:57","X202605000201526","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWRS97063","PCL","90","출고완료","10","10","0","10","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:53","X202605000201526","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWTB95063","KAN","25","출고완료","4","4","0","4","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:55","X202605000201528","Y",""
"XDIST202605040004968716","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DWWJR2063","COD","90","출고완료","9","9","0","9","박정민(PJM1003)","2026-05-04","2026-05-06","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-06 17:19:01","2026-05-07 01:01:53","X202605000201529","Y",""
"XDIST202605070004989715","MD요청-상품","50074","모다인천(대-위)","위탁","25N","DXCP5025N","BKS","56","출고완료","5","5","0","5","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-09 01:01:38","X202605000549974","Y",""
"XDIST202605070004989715","MD요청-상품","50185","모다경주(대-위)","위탁","25N","DXCP5025N","BKS","58","출고완료","5","5","0","5","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-09 01:01:37","X202605000549980","Y",""
"XDIST202605070004989715","MD요청-상품","50167","부산광복(대-위)","위탁","25N","DXCP5025N","BKS","56","출고완료","5","5","0","5","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:02:36","X202605000549983","Y",""
"XDIST202605060004974160","MD요청-상품","10021","신세계천안아산","위탁","26S","DWRS97063","IVD","95","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:26:09","2026-05-06 17:26:09","2026-05-06 17:26:09","2026-05-07 01:04:23","X202605000364877","Y",""
"XDIST202605060004974160","MD요청-상품","10053","신세계경기","위탁","26S","DWRS97063","IVD","95","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:27:04","2026-05-06 17:27:04","2026-05-06 17:27:04","2026-05-07 01:05:08","X202605000364878","Y",""
"XDIST202605070004988721","엑셀수기배분","X0015","쇼룸(기획MD)","위탁","26S","DKRS75063","WHS","160","출고완료","1","1","0","1","김소진(SOJIN1027)","2026-05-07","2026-05-07","2026-05-08 17:29:05","2026-05-08 17:29:05","2026-05-08 17:29:05","2026-05-09 01:01:26","X202605000543366","Y",""
"XDIST202605070004988721","엑셀수기배분","X0015","쇼룸(기획MD)","위탁","26S","DKSZ62063","WHS","130","출고완료","1","1","0","1","김소진(SOJIN1027)","2026-05-07","2026-05-07","2026-05-08 17:29:05","2026-05-08 17:29:05","2026-05-08 17:29:05","2026-05-09 01:01:26","X202605000543367","Y",""
"XDIST202605070004988721","엑셀수기배분","X0015","쇼룸(기획MD)","위탁","26S","DKSZ98063","ABS","130","출고완료","1","1","0","1","김소진(SOJIN1027)","2026-05-07","2026-05-07","2026-05-08 17:29:05","2026-05-08 17:29:05","2026-05-08 17:29:05","2026-05-09 01:01:26","X202605000543367","Y",""
"XDIST202605080004993589","엑셀수기배분","90019","EC-온라인물류","위탁","25S","DWMT41051","WHS","100","출고완료","9","9","0","0","허새흰(HEEN1)","2026-05-08","2026-05-08","2026-05-08 17:30:04","2026-05-08 17:30:04","2026-05-08 17:30:04","","X202605000617708","Y",""
"XDIST202605080004993589","엑셀수기배분","90019","EC-온라인물류","위탁","25S","DXHD38051","DGS","100","출고완료","5","5","0","0","허새흰(HEEN1)","2026-05-08","2026-05-08","2026-05-08 17:30:04","2026-05-08 17:30:04","2026-05-08 17:30:04","","X202605000617712","Y",""
"XDIST202605080004993589","엑셀수기배분","90019","EC-온라인물류","위탁","23N","DXSH4513N","WHS","270","출고완료","4","4","0","0","허새흰(HEEN1)","2026-05-08","2026-05-08","2026-05-08 17:30:04","2026-05-08 17:30:04","2026-05-08 17:30:04","","X202605000617716","Y",""
"XDIST202605070004991172","MD요청-상품","10029","롯데상인","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:02:23","X202605000554910","Y",""
"XDIST202605070004991172","MD요청-상품","50160","정읍(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:02:30","X202605000554911","Y",""
"XDIST202605070004991172","MD요청-상품","10028","롯데일산","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:14","X202605000554912","Y",""
"XDIST202605070004991172","MD요청-상품","50042","대구성서(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:02:47","X202605000554916","Y",""
"XDIST202605070004991172","MD요청-상품","50201","문경(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:01:40","X202605000554919","Y",""
"XDIST202605070004991172","MD요청-상품","10025","롯데노원","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:14","X202605000554930","Y",""
"XDIST202605070004991172","MD요청-상품","31005","강남사옥(직)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 10:03:36","X202605000554932","Y",""
"XDIST202605070004991172","MD요청-상품","10039","AK원주","위탁","25N","DXCP5015N","BLL","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:02:14","X202605000554940","Y",""
"XDIST202605070004991172","MD요청-상품","50052","동해(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:02:21","X202605000554941","Y",""
"XDIST202605070004991172","MD요청-상품","50172","안성(대-위)","위탁","25N","DXCP5015N","BLL","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:02:28","X202605000554942","Y",""
"XDIST202605070004991172","MD요청-상품","50175","공주(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:02:33","X202605000554943","Y",""
"XDIST202605070004991172","MD요청-상품","50177","남원(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:09","X202605000554946","Y",""
"XDIST202605070004991172","MD요청-상품","50058","모다대전(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:04","X202605000554950","Y",""
"XDIST202605070004991172","MD요청-상품","50057","여천(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:02:00","X202605000554953","Y",""
"XDIST202605070004991172","MD요청-상품","30028","광주상무(직)","위탁","25N","DXCP5015N","BLL","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:01:37","X202605000554959","Y",""
"XDIST202605070004991172","MD요청-상품","10007","롯데부산","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:01:34","X202605000554964","Y",""
"XDIST202605070004991172","MD요청-상품","10009","현대신촌","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:21","X202605000554968","Y",""
"XDIST202605070004991172","MD요청-상품","50183","대전은행(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:02:13","X202605000554970","Y",""
"XDIST202605070004991172","MD요청-상품","50188","논산(대-위)","위탁","25N","DXCP5015N","BLL","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:02:17","X202605000554977","Y",""
"XDIST202605070004991172","MD요청-상품","50069","신포(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:54","X202605000554980","Y",""
"XDIST202605070004991172","MD요청-상품","50103","광주흑석(대-위)","위탁","25N","DXCP5015N","BLL","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-09 01:02:02","X202605000554985","Y",""
"XDIST202605070004990176","엑셀수기배분","30012","롯데아울렛고양(직)","위탁","25S","DWWJ7H053","IVD","95","출고완료","3","3","0","3","김동환(WHITESTIR)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:03:45","X202605000551566","Y",""
"XDIST202605060004973611","MD요청-상품","10061","신세계대구","위탁","26S","DXTB7A063","DTD","30","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:27:04","2026-05-06 17:27:04","2026-05-06 17:27:04","2026-05-07 01:02:39","X202605000364312","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DWTP68043","BKS","26","출고완료","2","2","0","2","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:32","X202605000399038","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DMTR61043","INS","105","출고완료","4","4","0","4","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:16","X202605000399039","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DWTR52043","BKS","100","출고완료","2","2","0","2","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:32","X202605000399039","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DXTR6E043","BKS","95","출고완료","4","4","0","4","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:53","X202605000399039","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DXTR75043","BRD","90","출고완료","3","3","0","3","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:41","X202605000399039","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DXTR75043","IVS","105","출고완료","2","2","0","2","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:41","X202605000399039","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DMTS55043","TQL","100","출고완료","5","5","0","5","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:16","X202605000399040","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DMTSGE043","DBS","95","출고완료","3","3","0","3","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:15","X202605000399040","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DMTSGQ043","GRD","95","출고완료","2","2","0","2","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:15","X202605000399040","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DWTS56043","YEL","100","출고완료","2","2","0","2","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:12","X202605000399040","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DWTSG4043","CRS","100","출고완료","2","2","0","2","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:12","X202605000399040","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DWWJ62043","LVD","95","출고완료","10","10","0","10","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:17","X202605000399041","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DWWJ93043","MTS","100","출고완료","2","2","0","2","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:15","X202605000399041","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DWWJ95043","NYD","100","출고완료","3","3","0","3","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:16","X202605000399041","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DXRS5C043","DBS","95","출고완료","3","3","0","3","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:17","X202605000399042","Y",""
"XDIST202605060004981672","엑셀수기배분","30024","롯데아울렛부여(직)","위탁","24S","DXRS7K043","BLL","95","출고완료","3","3","0","3","이훈희(LEEHH1149)","2026-05-06","2026-05-07","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-07 17:07:02","2026-05-08 01:02:17","X202605000399042","Y",""
"XDIST202605070004990173","MD요청-상품","50074","모다인천(대-위)","위탁","25N","DXCP5025N","GRD","58","출고완료","4","4","0","4","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-09 01:01:38","X202605000551555","Y",""
"XDIST202605070004990173","MD요청-상품","50185","모다경주(대-위)","위탁","25N","DXCP5025N","GRD","56","출고완료","3","3","0","3","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-08 17:49:02","2026-05-09 01:02:42","X202605000551558","Y",""
"XDIST202605070004990173","MD요청-상품","50178","태백(대-위)","위탁","25N","DXCP5025N","GRD","58","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-08 17:33:03","2026-05-09 01:01:49","X202605000551562","Y",""
"XDIST202605070004991545","MD요청-상품","50041","홍성점(대-위)","위탁","25N","DXCP5015N","LVS","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-08 17:33:04","2026-05-09 01:01:58","X202605000555816","Y",""
"XDIST202605070004991545","MD요청-상품","50200","홍천(대-위)","위탁","25N","DXCP5015N","LVS","56","출고완료","1","1","0","1","장윤희(YHJANG)","2026-05-07","2026-05-08","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-08 17:49:03","2026-05-09 01:03:01","X202605000555822","Y",""
"XDIST202605060004974320","MD요청-상품","50065","화성봉담(대-위)","위탁","26S","DWRS9N063","NYD","95","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:26:09","2026-05-06 17:26:09","2026-05-06 17:26:09","2026-05-07 01:02:59","X202605000365181","Y",""
"XDIST202605060004974320","MD요청-상품","50185","모다경주(대-위)","위탁","26S","DWRS9N063","NYD","95","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-06 17:27:05","2026-05-07 01:02:54","X202605000365182","Y",""
"XDIST202605060004974320","MD요청-상품","50180","동광양(대-위)","위탁","26S","DWRS9N063","NYD","95","출고완료","1","1","0","1","권현정(KHJEONG)","2026-05-06","2026-05-06","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-06 17:30:17","2026-05-07 01:02:33","X202605000365186","Y",""
