"배분ID","보충유형","매장코드","매장명","상품거래","상품시즌","스타일코드","컬러","사이즈","배분상태","배분확정수량","출고검출수량","출고대기수량","출고확정수량","배분 확정자","배분확정일","출고예정일","출고검출일","출고대기일","출고확정일","매장입고일","출고ID","매장자동입고확정",""
"XDIST202604300004944819","MD요청-상품","50201","문경(대-위)","위탁","26N","DXCR3106N","PKS","F","출고완료","1","1","0","1","장윤희(YHJANG)","2026-04-30","2026-04-30","2026-04-30 17:04:10","2026-04-30 17:04:10","2026-04-30 17:04:10","2026-05-01 01:02:26","X202604003403399","Y",""
"XDIST202604270004922897","MD요청-상품","30034","현대아울렛가산(직)","위탁","24N","DXSH7334N","BES","250","출고완료","1","1","0","1","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-29 01:04:28","X202604003016694","Y",""
"XDIST202604270004922897","MD요청-상품","30051","신세계아울렛여주(직)","위탁","24N","DXSH7334N","BES","230","출고완료","1","1","0","1","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-29 01:02:35","X202604003016699","Y",""
"XDIST202604270004922897","MD요청-상품","30010","롯데아울렛봉무(직)","위탁","24N","DXSH7334N","BES","280","출고완료","2","2","0","2","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-29 01:02:33","X202604003016700","Y",""
"XDIST202604270004922897","MD요청-상품","30053","롯데아울렛남악(직)","위탁","24N","DXSH7334N","BES","280","출고완료","2","2","0","2","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-29 01:01:50","X202604003016704","Y",""
"XDIST202604270004922897","MD요청-상품","30016","롯데아울렛동부산(직)","위탁","24N","DXSH7334N","BES","260","출고완료","1","1","0","1","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-29 01:01:49","X202604003016707","Y",""
"XDIST202604270004922897","MD요청-상품","30038","롯데아울렛기흥(직)","위탁","24N","DXSH7334N","BES","260","출고완료","1","1","0","1","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-29 01:04:26","X202604003016708","Y",""
"XDIST202604270004922897","MD요청-상품","30045","현대아울렛스페이스원(직)","위탁","24N","DXSH7334N","BES","250","출고완료","1","1","0","1","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-29 01:04:31","X202604003016712","Y",""
"XDIST202604270004922897","MD요청-상품","30044","현대아울렛송도(직)","위탁","24N","DXSH7334N","BES","230","출고완료","1","1","0","1","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-28 16:42:06","2026-04-29 01:04:30","X202604003016713","Y",""
"XDIST202604270004922897","MD요청-상품","30042","현대아울렛대전(직)","위탁","24N","DXSH7334N","BES","250","출고완료","1","1","0","1","김주형(RLAWNGUD14)","2026-04-27","2026-04-28","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-28 16:43:10","2026-04-29 01:02:55","X202604003016718","Y",""
"XDIST202604300004949506","MD요청-상품","10030","롯데센텀","위탁","25N","DXSH7275N","BKD","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:24","X202604003463834","Y",""
"XDIST202604300004949506","MD요청-상품","50172","안성(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-05 01:02:16","X202604003463837","Y",""
"XDIST202604300004949506","MD요청-상품","50175","공주(대-위)","위탁","25N","DXSH7275N","BKD","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-05 01:02:38","X202604003463838","Y",""
"XDIST202604300004949506","MD요청-상품","50175","공주(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-05 01:02:48","X202604003463838","Y",""
"XDIST202604300004949506","MD요청-상품","50177","남원(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:22","X202604003463841","Y",""
"XDIST202604300004949506","MD요청-상품","50058","모다대전(대-위)","위탁","25N","DXSH7275N","BKD","245","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:23","X202604003463844","Y",""
"XDIST202604300004949506","MD요청-상품","50059","신제주(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-05 01:02:48","X202604003463850","Y",""
"XDIST202604300004949506","MD요청-상품","10038","롯데창원","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:03:02","X202604003463853","Y",""
"XDIST202604300004949506","MD요청-상품","30028","광주상무(직)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:23","X202604003463854","Y",""
"XDIST202604300004949506","MD요청-상품","50180","동광양(대-위)","위탁","25N","DXSH7275N","BKD","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:33","X202604003463857","Y",""
"XDIST202604300004949506","MD요청-상품","50180","동광양(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","2","2","0","2","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:33","X202604003463857","Y",""
"XDIST202604300004949506","MD요청-상품","50182","금왕(대-위)","위탁","25N","DXSH7275N","BKD","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:48","X202604003463858","Y",""
"XDIST202604300004949506","MD요청-상품","50183","대전은행(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:24","X202604003463863","Y",""
"XDIST202604300004949506","MD요청-상품","50186","영광(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:35","X202604003463866","Y",""
"XDIST202604300004949506","MD요청-상품","50185","모다경주(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:47","X202604003463868","Y",""
"XDIST202604300004949506","MD요청-상품","50188","논산(대-위)","위탁","25N","DXSH7275N","BKD","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:44","X202604003463869","Y",""
"XDIST202604300004949506","MD요청-상품","50187","인천계산(대-위)","위탁","25N","DXSH7275N","BKD","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:40","X202604003463870","Y",""
"XDIST202604300004949506","MD요청-상품","50069","신포(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:10:56","X202604003463871","Y",""
"XDIST202604300004949506","MD요청-상품","50101","김포(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:03:05","X202604003463875","Y",""
"XDIST202604300004949506","MD요청-상품","50101","김포(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:03:05","X202604003463875","Y",""
"XDIST202604300004949506","MD요청-상품","50104","애플사상(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:20","X202604003463876","Y",""
"XDIST202604300004949506","MD요청-상품","50104","애플사상(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:03:09","X202604003463876","Y",""
"XDIST202604300004949506","MD요청-상품","50106","세정광주(대-위)","위탁","25N","DXSH7275N","BKD","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:53","X202604003463878","Y",""
"XDIST202604300004949506","MD요청-상품","10005","롯데대전","위탁","25N","DXSH7275N","BKD","245","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-04 18:48:00","2026-05-05 01:02:21","X202604003463881","Y",""
"XDIST202604300004945250","MD요청-상품","50127","전주중앙(대-위)","위탁","26N","DXHT5146N","BKS","59H","출고완료","2","2","0","2","장윤희(YHJANG)","2026-04-30","2026-04-30","2026-04-30 16:47:04","2026-04-30 16:47:04","2026-04-30 16:47:04","2026-05-01 01:03:15","X202604003405392","Y",""
"XDIST202604300004949511","MD요청-상품","50201","문경(대-위)","위탁","25N","DXSH7275N","BLL","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:04:22","X202604003464077","Y",""
"XDIST202604300004949511","MD요청-상품","31006","명동점(직)","위탁","25N","DXSH7275N","BLL","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-05 12:03:15","X202604003464082","Y",""
"XDIST202604300004949511","MD요청-상품","31006","명동점(직)","위탁","25N","DXSH7275N","BLL","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-05 12:03:15","X202604003464082","Y",""
"XDIST202604300004949511","MD요청-상품","31005","강남사옥(직)","위탁","25N","DXSH7275N","BLL","245","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-05 09:13:10","X202604003464084","Y",""
"XDIST202604300004949511","MD요청-상품","31005","강남사옥(직)","위탁","25N","DXSH7275N","BLL","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-05 09:13:09","X202604003464084","Y",""
"XDIST202604300004949511","MD요청-상품","50208","전주신도시(대-위)","위탁","25N","DXSH7275N","BLL","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-05 01:03:02","X202604003464088","Y",""
"XDIST202604300004949511","MD요청-상품","50211","청주성안(대-위)","위탁","25N","DXSH7275N","BLL","245","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-05 10:04:06","X202604003464090","Y",""
"XDIST202604300004949511","MD요청-상품","50211","청주성안(대-위)","위탁","25N","DXSH7275N","BLL","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-04 18:40:02","2026-05-05 10:04:06","X202604003464090","Y",""
"XDIST202604300004949511","MD요청-상품","10081","신세계스타일마켓","위탁","25N","DXSH7275N","BLL","245","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:03:46","X202604003464092","Y",""
"XDIST202604300004949511","MD요청-상품","50102","일산덕이(대-위)","위탁","25N","DXSH7275N","BLL","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-04 18:39:01","2026-05-05 01:02:34","X202604003464094","Y",""
"XDIST202604300004944823","MD요청-상품","50102","일산덕이(대-위)","위탁","26N","DXSG4056N","BKS","F","출고완료","1","1","0","1","장윤희(YHJANG)","2026-04-30","2026-04-30","2026-04-30 16:47:03","2026-04-30 16:47:03","2026-04-30 16:47:03","2026-05-01 01:03:16","X202604003403996","Y",""
"XDIST202604300004944823","MD요청-상품","10035","신세계의정부","위탁","26N","DXSG4056N","BKS","F","출고완료","3","3","0","3","장윤희(YHJANG)","2026-04-30","2026-04-30","2026-04-30 16:47:03","2026-04-30 16:47:03","2026-04-30 16:47:03","2026-05-01 01:04:11","X202604003404004","Y",""
"XDIST202604300004944823","MD요청-상품","10026","롯데김포","위탁","26N","DXSG4056N","BKS","F","출고완료","5","5","0","5","장윤희(YHJANG)","2026-04-30","2026-04-30","2026-04-30 17:04:10","2026-04-30 17:04:10","2026-04-30 17:04:10","2026-05-01 01:03:51","X202604003404006","Y",""
"XDIST202604300004944824","MD요청-상품","10081","신세계스타일마켓","위탁","26N","DXSG4056N","GRL","F","출고완료","1","1","0","1","장윤희(YHJANG)","2026-04-30","2026-04-30","2026-04-30 17:04:10","2026-04-30 17:04:10","2026-04-30 17:04:10","2026-05-01 01:02:28","X202604003404024","Y",""
"XDIST202604290004941102","엑셀수기배분","90019","EC-온라인물류","위탁","25N","DXSH7275N","BKD","245","출고완료","10","10","0","10","박정민(PJM1003)","2026-04-29","2026-04-30","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-05-01 01:01:19","X202604003312341","Y",""
"XDIST202604290004941102","엑셀수기배분","90019","EC-온라인물류","위탁","25N","DXSH7285N","BKS","260","출고완료","8","8","0","8","박정민(PJM1003)","2026-04-29","2026-04-30","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-05-01 01:04:53","X202604003312341","Y",""
"XDIST202604290004941102","엑셀수기배분","90019","EC-온라인물류","위탁","24N","DXSH7244N","BKS","275","출고완료","3","3","0","3","박정민(PJM1003)","2026-04-29","2026-04-30","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-05-01 01:04:52","X202604003312342","Y",""
"XDIST202604290004941102","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DMTS71063","PCS","110","출고완료","4","4","0","4","박정민(PJM1003)","2026-04-29","2026-04-30","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-05-01 01:04:53","X202604003312345","Y",""
"XDIST202604290004941102","엑셀수기배분","90019","EC-온라인물류","위탁","26S","DXRS7T063","NYD","105","출고완료","19","19","0","19","박정민(PJM1003)","2026-04-29","2026-04-30","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-04-30 17:04:02","2026-05-01 01:04:52","X202604003312346","Y",""
"XDIST202604300004949506","MD요청-상품","10096","롯데동탄","위탁","25N","DXSH7275N","BKD","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:08:30","X202604003463888","Y",""
"XDIST202604300004949506","MD요청-상품","10095","NC강남","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:09:16","X202604003463889","Y",""
"XDIST202604300004949506","MD요청-상품","50190","아트몰링하단(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:49","X202604003463891","Y",""
"XDIST202604300004949506","MD요청-상품","50074","모다인천(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:02:46","X202604003463893","Y",""
"XDIST202604300004949506","MD요청-상품","10019","롯데대구","위탁","25N","DXSH7275N","BKD","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:37","X202604003463895","Y",""
"XDIST202604300004949506","MD요청-상품","50111","패션아일랜드(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:02:23","X202604003463897","Y",""
"XDIST202604300004949506","MD요청-상품","50199","거창(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:02:56","X202604003463898","Y",""
"XDIST202604300004949506","MD요청-상품","10011","롯데미아","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:08:19","X202604003463904","Y",""
"XDIST202604300004949506","MD요청-상품","10014","롯데중동","위탁","25N","DXSH7275N","BKD","245","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:08:24","X202604003463905","Y",""
"XDIST202604300004949506","MD요청-상품","10014","롯데중동","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:08:24","X202604003463905","Y",""
"XDIST202604300004949506","MD요청-상품","50117","아이즈빌부평(대-위)","위탁","25N","DXSH7275N","BKD","245","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:09:56","X202604003463906","Y",""
"XDIST202604300004949506","MD요청-상품","50116","오산(대-위)","위탁","25N","DXSH7275N","BKD","240","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:03:25","X202604003463907","Y",""
"XDIST202604300004949506","MD요청-상품","50118","서산(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:02:47","X202604003463911","Y",""
"XDIST202604300004949506","MD요청-상품","10060","AK수원","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:09:38","X202604003463912","Y",""
"XDIST202604300004949506","MD요청-상품","10063","롯데전주","위탁","25N","DXSH7275N","BKD","235","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:02:19","X202604003463913","Y",""
"XDIST202604300004949506","MD요청-상품","50122","상주(대-위)","위탁","25N","DXSH7275N","BKD","250","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-04 18:48:01","2026-05-05 01:03:32","X202604003463915","Y",""
"XDIST202604300004949506","MD요청-상품","50123","포항중앙(대-위)","위탁","25N","DXSH7275N","BKD","230","출고완료","1","1","0","1","염정욱(STEVAN0592)","2026-04-30","2026-05-04","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-04 18:40:01","2026-05-05 01:02:39","X202604003463919","Y",""
